Date,Open,High,Low,Close,Adj Close,Volume
2013-01-01,74.599998,76.300003,74.250000,75.750000,75.606369,1484990
2013-01-02,76.250000,76.599998,75.050003,75.300003,75.157227,1222255
2013-01-03,75.099998,79.099998,74.800003,78.800003,78.650589,4228234
2013-01-04,80.000000,80.800003,78.400002,80.599998,80.447174,3431640
2013-01-07,80.900002,83.449997,80.750000,81.949997,81.794617,3027186
2013-01-08,82.099998,84.500000,82.099998,84.050003,83.890640,3469244
2013-01-09,84.650002,84.949997,81.650002,82.300003,82.143959,2445171
2013-01-10,82.949997,83.400002,80.699997,82.650002,82.493294,2617895
2013-01-11,82.250000,83.000000,79.349998,80.000000,79.848312,1945967
2013-01-14,80.199997,84.199997,78.949997,83.800003,83.641113,2126472
2013-01-15,83.750000,86.699997,82.800003,86.050003,85.886848,3832051
2013-01-16,86.449997,87.250000,80.199997,80.949997,80.796509,5430689
2013-01-17,81.199997,84.300003,79.849998,82.949997,82.792717,4835500
2013-01-18,83.349998,84.250000,82.150002,83.250000,83.092148,2363585
2013-01-21,83.400002,89.250000,83.099998,89.000000,88.831245,6359094
2013-01-22,89.599998,91.849998,86.400002,87.550003,87.384003,7665976
2013-01-23,88.449997,90.199997,85.500000,88.099998,87.932953,5101320
2013-01-24,85.400002,86.750000,79.099998,80.050003,79.898224,5584778
2013-01-25,82.000000,86.400002,80.300003,86.099998,85.936745,4516532
2013-01-28,86.000000,87.599998,83.500000,84.300003,84.140160,2185695
2013-01-29,85.000000,85.949997,80.550003,81.050003,80.896324,2847310
2013-01-30,82.150002,83.150002,80.599998,81.900002,81.744713,2232211
2013-01-31,81.500000,83.199997,79.900002,82.650002,82.493294,2627958
2013-02-01,83.050003,83.849998,80.750000,81.250000,81.095940,2121778
2013-02-04,81.949997,82.900002,77.699997,78.250000,78.101631,2697023
2013-02-05,77.900002,78.199997,75.250000,77.199997,77.053619,2368584
2013-02-06,77.900002,79.449997,77.150002,78.349998,78.201439,1959895
2013-02-07,78.099998,78.400002,74.900002,75.500000,75.356842,2146120
2013-02-08,76.000000,76.849998,74.550003,75.250000,75.107323,1955027
2013-02-11,75.500000,76.099998,74.650002,75.000000,74.857796,1546997
2013-02-12,74.800003,75.099998,71.099998,73.500000,73.360641,2514237
2013-02-13,74.599998,75.349998,69.000000,70.199997,70.066895,2061064
2013-02-14,70.000000,70.650002,65.000000,67.199997,67.072578,4072111
2013-02-15,66.900002,71.449997,66.400002,70.650002,70.516045,3214239
2013-02-18,71.000000,72.400002,69.550003,71.800003,71.663864,2005951
2013-02-19,72.050003,73.349998,69.449997,73.099998,72.961395,3116286
2013-02-20,73.250000,74.150002,72.250000,72.750000,72.612061,2331040
2013-02-21,71.500000,72.099998,68.500000,69.150002,69.018890,2596339
2013-02-22,69.099998,71.349998,69.000000,70.500000,70.366325,2008296
2013-02-25,71.050003,71.300003,68.300003,69.250000,69.118698,1759146
2013-02-26,68.250000,70.300003,67.500000,67.849998,67.721352,1575075
2013-02-27,68.849998,70.900002,67.400002,69.349998,69.218506,2003866
2013-02-28,70.500000,70.599998,59.549999,61.150002,61.034058,5400467
2013-03-01,62.200001,63.349998,61.000000,61.650002,61.533108,3340402
2013-03-04,61.599998,62.799999,60.150002,61.250000,61.133865,2044965
2013-03-05,62.000000,63.700001,61.400002,63.400002,63.279789,1706750
2013-03-06,64.199997,65.650002,63.400002,64.150002,64.028366,2634606
2013-03-07,64.000000,64.250000,62.299999,63.549999,63.429504,1864765
2013-03-08,63.799999,65.500000,63.599998,64.900002,64.776947,1949275
2013-03-11,65.000000,66.550003,64.750000,65.400002,65.276001,2538603
2013-03-12,65.849998,66.349998,63.450001,64.250000,64.128174,2148507
